tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err
,,,,,1.23766230672e+18,,,22.89536,0.4160386,20.77069,0.03239955,19.37689,0.01579613,18.87264,0.01558861,18.48679,0.04555064,0.221723,0.011148,,,,,,,,,
,,,,,1.23766230672e+18,,,21.59578,0.1551836,20.69167,0.03173063,20.23147,0.03142422,19.99189,0.04015645,19.82986,0.1553628,0.079956,0.046617,,,,,,,,,
,,,,,1.23766230672e+18,,,19.85554,0.05933503,19.30393,0.01575888,18.84035,0.0160691,18.57423,0.01956435,18.49871,0.08103243,0.199668,0.032424,,,,,,,,,
,,,,,1.23766230672e+18,,,24.31762,0.9184998,21.56284,0.05800932,20.26868,0.02873716,19.75794,0.02876459,19.15585,0.0760155,0.278517,0.05171,,,,,,,,,
,,,,,1.23766230672e+18,,,24.14055,0.8087336,21.75399,0.06311122,20.45257,0.03092025,19.88219,0.02959914,19.88656,0.1326229,0.362378,0.092071,,,,,,,,,
,,,,,1.23766230672e+18,,,23.22585,0.4507954,21.15372,0.03730077,19.76787,0.01796022,19.24746,0.01735613,18.78018,0.04852103,0.205675,0.02644,,,,,,,,,
,,,,,1.23766230672e+18,,,23.51644,0.6245136,21.39325,0.05037119,20.50357,0.03463487,20.15602,0.04024455,19.8923,0.1462622,0.08767,0.016698,,,,,,,,,
,,,,,1.23766230672e+18,,,23.07005,0.4575675,20.99697,0.03664207,20.03652,0.02461995,19.69595,0.02805832,19.47884,0.1040497,0.14313,0.017145,,,,,,,,,
,,,,,1.23766230672e+18,,,22.96804,0.4319298,21.07096,0.04034277,19.69369,0.01934532,19.21145,0.01945605,18.89128,0.06293994,0.227102,0.013591,,,,,,,,,
,,,,,1.23766230672e+18,,,25.36062,0.7412029,21.78617,0.06597129,20.49211,0.03278773,20.0489,0.03518907,19.60324,0.1078671,0.22772,0.03989,,,,,,,,,
,,,,,1.23766230672e+18,,,22.96515,0.3670624,21.66689,0.05479373,20.3619,0.02763965,19.8821,0.02837501,19.41566,0.08351073,0.299345,0.073861,,,,,,,,,
,,,,,1.23766230672e+18,,,22.98008,0.3135631,21.59495,0.04600655,20.30567,0.02363144,19.76114,0.02296207,19.50684,0.0778502,0.260908,0.059984,,,,,,,,,
,,,,,1.23766230672e+18,,,22.8963,0.4892847,21.59313,0.0701646,20.65995,0.04692684,20.5747,0.06906391,20.41941,0.2849895,0.323225,0.178425,,,,,,,,,
,,,,,1.23766230672e+18,,,24.10351,0.9724729,21.96655,0.08690433,20.86136,0.05029823,20.36724,0.0519086,19.99169,0.1736127,0.133686,0.015845,,,,,,,,,
,,,,,1.23766230672e+18,,,23.62814,0.7747387,21.13483,0.04502349,19.77759,0.02211557,19.26522,0.02204685,18.93184,0.07165682,0.218759,0.015103,,,,,,,,,
,,,,,1.23766230672e+18,,,24.93415,0.863622,21.78603,0.06471978,20.62438,0.03613823,20.26819,0.04205177,19.96042,0.1456047,0.186311,0.031972,,,,,,,,,
,,,,,1.23766230672e+18,,,24.94292,0.7220725,21.45704,0.0437605,20.22263,0.02317303,19.77615,0.02371735,19.4337,0.0762727,0.206339,0.050277,,,,,,,,,
,,,,,1.23766230672e+18,,,23.06019,0.5281284,21.56256,0.0670758,20.18596,0.03121235,19.86977,0.03730544,19.45107,0.1181386,0.285698,0.085677,,,,,,,,,
,,,,,1.23766230672e+18,,,24.10408,1.019512,21.83913,0.08252124,20.60621,0.0426564,20.23102,0.04830294,19.70427,0.1410868,0.190398,0.017662,,,,,,,,,
,,,,,1.23766230672e+18,,,22.04797,0.1960572,20.96045,0.03481003,19.68703,0.01844458,19.21116,0.01885985,18.89914,0.06138031,0.303395,0.057739,,,,,,,,,
,,,,,1.23766230672e+18,,,22.71905,0.3392446,21.23636,0.04392608,19.91932,0.02205412,19.43291,0.02204083,19.05026,0.06873105,0.253618,0.037219,,,,,,,,,
,,,,,1.23766230672e+18,,,24.32602,1.261957,21.36187,0.06184659,20.1034,0.03232846,19.70912,0.03653015,19.24725,0.109348,0.186212,0.015658,,,,,,,,,
,,,,,1.23766230672e+18,,,24.26719,0.8237603,21.23984,0.04005731,19.9826,0.02110696,19.5291,0.02156656,19.18882,0.06906123,0.202665,0.031344,,,,,,,,,
,,,,,1.23766230672e+18,,,22.22224,0.1986677,21.55983,0.05032446,21.15099,0.05036782,20.83828,0.06046408,20.54193,0.2144465,0.133972,0.058006,,,,,,,,,
,,,,,1.23766230672e+18,,,23.89738,0.7023674,21.18383,0.03862862,19.95821,0.02107674,19.48515,0.021473,19.06615,0.06335008,0.17371,0.019447,,,,,,,,,
,,,,,1.23766230672e+18,,,22.8229,0.3661008,21.6905,0.06348839,21.239,0.0631199,21.2918,0.1053206,20.93476,0.3522106,0.064092,0.047335,,,,,,,,,
,,,,,1.23766230672e+18,,,23.27611,0.4409366,21.44345,0.04441747,20.02617,0.02070345,19.59285,0.0214151,19.19405,0.06498025,0.259392,0.034675,,,,,,,,,
,,,,,1.23766230672e+18,,,25.02214,0.8480209,21.2969,0.04404903,20.00169,0.02261743,19.51281,0.02273147,19.25135,0.07712518,0.209185,0.026156,,,,,,,,,
,,,,,1.23766230672e+18,,,23.54164,0.7154915,21.96337,0.08850055,20.47391,0.03737621,20.01761,0.03957766,19.90407,0.1618579,0.294033,0.06298,,,,,,,,,
,,,,,1.23766230672e+18,,,22.8356,0.3231046,21.69109,0.05531418,20.45305,0.02905631,20.03447,0.03102202,19.79016,0.1109709,0.277152,0.066627,,,,,,,,,
,,,,,1.23766230672e+18,,,23.16049,0.3752984,21.92435,0.06184022,20.87517,0.03715205,20.42965,0.03937599,20.18789,0.1440036,0.2135,0.030741,,,,,,,,,
,,,,,1.23766230672e+18,,,23.15128,0.4331944,21.71909,0.05678936,20.47597,0.03099802,19.98927,0.03161542,19.83333,0.1214999,0.228687,0.042486,,,,,,,,,
,,,,,1.23766230672e+18,,,25.90154,0.8353729,20.52914,0.03479715,19.33135,0.01982001,18.9576,0.02201635,18.77774,0.08197978,0.141908,0.026161,,,,,,,,,
,,,,,1.23766230672e+18,,,23.62103,0.9837328,20.67039,0.03689516,19.49249,0.02129067,19.1077,0.0235645,18.85918,0.08221537,0.203317,0.029856,,,,,,,,,
,,,,,1.23766230672e+18,,,23.9544,0.6968895,21.17917,0.03799692,19.83418,0.01873566,19.36466,0.01893016,18.96728,0.05612641,0.211172,0.015433,,,,,,,,,
