,tile,dither,fiber,fiber_ra,fiber_dec,objID,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
70,,,,,,1.2376623067224476e+18,,,19.65201,0.04246029,18.01899,0.006477129,17.23551,0.005205856,16.85827,0.005292301,16.56093,0.01341174,0.067118,0.025371,1.6484502815050568e+18,203.84292,41.027986,0.04661915,2.0239739999999998e-05
71,,,,,,1.237662306722448e+18,,,22.157429999999998,0.24669169999999999,20.59779,0.03032142,19.20439,0.01481834,18.71621,0.01472156,18.43746,0.04740636,0.244939,0.026856,,,,,
72,,,,,,1.237662306722448e+18,,,23.415129999999998,0.4858129,21.83773,0.06107962,20.71874,0.03458441,20.3867,0.08241179,20.238129999999998,0.1617169,0.273154,0.063805,,,,,
73,,,,,,1.2376623067224486e+18,,,22.40883,0.21443289999999998,21.990129999999997,0.06695004,21.113970000000002,0.045431099999999995,20.83354,0.05512647,20.603070000000002,0.20982489999999998,0.395432,0.078533,,,,,
74,,,,,,1.2376623067224486e+18,,,22.23454,0.2392429,21.62217,0.06217413,21.195870000000003,0.06175726,21.1395,0.09289044,20.76076,0.31563979999999997,0.23091399999999998,0.16203199999999998,,,,,
75,,,,,,1.2376623067224486e+18,,,22.94398,0.3593534,21.49554,0.04814416,20.39958,0.02812535,20.00238,0.03054771,19.77544,0.1124401,0.235631,0.042606,,,,,
76,,,,,,1.237662306722449e+18,,,24.775779999999997,0.8765193000000001,21.78214,0.06330984,20.521620000000002,0.03233489,20.134220000000003,0.07191565,19.7837,0.12121199999999999,0.24716799999999997,0.059557000000000006,,,,,
77,,,,,,1.237662306722449e+18,,,23.44068,0.5896659000000001,21.447370000000003,0.05080869,20.199939999999998,0.02684245,19.60378,0.06131196,19.16253,0.07448238,0.17313499999999998,0.022303,,,,,
78,,,,,,1.237662306722449e+18,,,22.68564,0.3524012,21.32181,0.04968927,19.93265,0.02366239,19.370079999999998,0.02254091,18.78678,0.05956677,0.417566,0.10005700000000001,,,,,
79,,,,,,1.237662306722449e+18,,,22.94314,0.3882502,21.003510000000002,0.0351175,19.85494,0.02016637,19.39666,0.02057341,19.14488,0.07044384,0.19184,0.018621000000000002,,,,,
80,,,,,,1.237662306722449e+18,,,22.86083,0.647835,21.45831,0.08438818,20.58589,0.05967642,20.12122,0.07573625,19.37535,0.15301629999999997,0.346622,0.141029,,,,,
